Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
371,60,RL,Q1,Q2,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,Q1,TA,TA,PConc,Gd,TA,No,Unf,Q1,Unf,Q1,Q4,Q2,GasA,Ex,Y,SBrkr,Q2,Q1,Q1,Q3,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,RFn,2,Q2,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,1,2006,WD,Normal,172400
372,50,RL,Q4,Q4,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,,Q1,TA,TA,CBlock,,,,,Q1,,Q1,Q1,Q1,GasA,TA,Y,SBrkr,Q3,Q1,Q1,Q3,0,0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,1991.0,Fin,2,Q4,TA,TA,N,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,7,2008,WD,Normal,134432
373,120,RL,Q2,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,,Q1,TA,TA,CBlock,Gd,TA,No,ALQ,Q2,LwQ,Q1,Q1,Q1,GasA,TA,Y,SBrkr,Q1,Q1,Q1,Q1,1,0,1,0,2,1,TA,4,Typ,0,,Attchd,1984.0,Unf,1,Q1,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,MnPrv,,Q1,2,2010,WD,Normal,125000
374,20,RL,Q3,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,,Q1,TA,TA,PConc,TA,TA,No,BLQ,Q2,LwQ,Q1,Q1,Q1,GasA,TA,Y,SBrkr,Q3,Q1,Q1,Q2,1,0,1,0,3,1,TA,5,Min2,0,,Attchd,1953.0,Unf,1,Q1,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,GdWo,,Q1,11,2009,WD,Normal,123000
375,60,RL,Q3,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,,Q1,Gd,TA,PConc,Gd,TA,No,Unf,Q1,Unf,Q1,Q4,Q2,GasA,Ex,Y,SBrkr,Q1,Q2,Q1,Q4,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2,Q2,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,7,2007,WD,Normal,219500
376,30,RL,Q1,Q3,Pave,,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,Q1,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,Q1,Unf,Q1,Q2,Q1,GasA,Gd,N,FuseA,Q2,Q1,Q1,Q1,1,0,0,1,1,1,Fa,4,Maj1,0,,,,,0,Q1,,,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,3,2009,WD,Normal,61000
377,85,RL,Q2,Q2,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,,Q1,Gd,TA,PConc,Gd,TA,Av,GLQ,Q1,Unf,Q1,Q3,Q2,GasA,Ex,Y,SBrkr,Q2,Q1,Q1,Q1,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1998.0,Unf,2,Q3,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,7,2006,WD,Normal,148000
378,60,FV,Q4,Q3,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,,Q1,Gd,TA,PConc,Gd,TA,No,Unf,Q1,Unf,Q1,Q4,Q4,GasA,Ex,Y,SBrkr,Q4,Q2,Q1,Q4,0,0,3,0,4,1,Gd,8,Typ,1,Gd,Attchd,2004.0,RFn,2,Q4,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,12,2007,WD,Normal,340000
379,20,RL,Q4,Q3,Pave,,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,Q2,Gd,TA,PConc,Ex,TA,Av,GLQ,Q3,Unf,Q1,Q2,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q4,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,2010.0,Fin,3,Q4,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,6,2010,New,Partial,394432
380,60,RL,Q2,Q2,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,Q1,TA,TA,PConc,Gd,TA,No,Unf,Q1,Unf,Q1,Q4,Q2,GasA,Ex,Y,SBrkr,Q2,Q2,Q1,Q4,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2,Q2,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,6,2009,WD,Normal,179000
381,50,RL,Q2,Q1,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,,Q1,TA,TA,BrkTil,TA,TA,No,LwQ,Q1,Unf,Q1,Q3,Q3,GasA,TA,Y,SBrkr,Q2,Q1,Q1,Q3,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Detchd,1924.0,Unf,1,Q1,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,5,2010,WD,Normal,127000
382,20,FV,Q2,Q1,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,Q1,Gd,TA,PConc,Gd,Gd,No,Unf,Q1,Unf,Q1,Q4,Q3,GasA,Ex,Y,SBrkr,Q3,Q1,Q1,Q2,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2,Q3,TA,TA,Y,Q2,Q3,Q1,Q1,Q1,Q1,,,,Q1,8,2006,New,Partial,187750
383,60,RL,Q3,Q2,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,Q1,Gd,TA,PConc,Gd,TA,Av,Unf,Q1,Unf,Q1,Q4,Q2,GasA,Ex,Y,SBrkr,Q2,Q2,Q1,Q4,0,0,2,1,3,1,Gd,8,Typ,0,,Attchd,2006.0,RFn,2,Q4,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,4,2007,WD,Normal,213500
384,45,RH,Q2,Q2,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,Q1,TA,TA,BrkTil,Fa,Fa,No,Unf,Q1,Unf,Q1,Q3,Q1,GasA,TA,N,FuseA,Q1,Q1,Q1,Q1,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1950.0,Unf,2,Q2,Fa,Fa,N,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,10,2009,WD,Normal,76000
385,60,RL,Q1,Q4,Pave,,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,,Q1,Gd,TA,PConc,Gd,TA,Av,GLQ,Q3,Unf,Q1,Q3,Q4,GasA,Ex,Y,SBrkr,Q2,Q2,Q1,Q4,1,0,2,1,3,1,Gd,9,Typ,2,Fa,Attchd,1992.0,Fin,2,Q3,TA,TA,Y,Q2,Q3,Q1,Q1,Q1,Q1,,,,Q1,6,2007,WD,Normal,240000
386,120,RL,Q2,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,Q1,Gd,TA,PConc,Gd,TA,No,GLQ,Q1,Unf,Q1,Q4,Q3,GasA,Ex,Y,SBrkr,Q3,Q1,Q1,Q2,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,4,2010,WD,Normal,192000
387,50,RL,Q2,Q2,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,,Q1,TA,Fa,PConc,TA,TA,No,Unf,Q1,Unf,Q1,Q3,Q1,GasA,TA,Y,SBrkr,Q1,Q1,Q1,Q2,0,0,1,0,5,1,TA,8,Typ,0,,,,,0,Q1,,,N,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,5,2006,WD,AdjLand,81000
388,80,RL,Q3,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,Q2,TA,TA,CBlock,TA,TA,Av,ALQ,Q2,Unf,Q1,Q2,Q3,GasA,Ex,Y,SBrkr,Q3,Q1,Q1,Q1,1,0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,1977.0,Unf,1,Q2,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,GdWo,,Q1,10,2009,WD,Abnorml,125000
389,20,RL,Q4,Q2,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,Q1,Gd,TA,PConc,Gd,TA,No,Unf,Q1,Unf,Q1,Q4,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q3,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1999.0,RFn,2,Q4,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,7,2008,WD,Normal,191000
390,60,RL,Q4,Q4,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,Q2,Ex,TA,PConc,Ex,TA,Av,GLQ,Q3,Unf,Q1,Q2,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q4,1,0,2,1,3,1,Ex,9,Typ,1,Ex,BuiltIn,2008.0,Fin,3,Q4,TA,TA,Y,Q2,Q3,Q1,Q1,Q1,Q1,,,,Q1,8,2008,New,Partial,426000
391,50,RL,Q2,Q2,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,,Q1,TA,TA,BrkTil,TA,Gd,No,Rec,Q1,BLQ,Q1,Q2,Q2,GasA,Ex,Y,SBrkr,Q2,Q1,Q1,Q2,1,0,1,0,4,1,TA,7,Typ,0,,Detchd,1978.0,Unf,1,Q2,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,MnPrv,,Q1,4,2008,WD,Normal,119000
392,60,RL,Q3,Q4,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,,Q1,TA,TA,PConc,Ex,TA,No,ALQ,Q2,Unf,Q1,Q1,Q2,GasA,Ex,Y,SBrkr,Q1,Q2,Q1,Q4,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001.0,Fin,2,Q3,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,6,2009,WD,Normal,215000
393,20,RL,Q1,Q2,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,,Q1,TA,TA,Slab,,,,,Q1,,Q1,Q1,Q1,GasA,TA,Y,SBrkr,Q1,Q1,Q1,Q1,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1959.0,RFn,1,Q1,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,MnPrv,Shed,Q1,7,2007,WD,Normal,106500
394,30,RL,Q1,Q1,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,,Q1,TA,TA,CBlock,TA,TA,No,Rec,Q1,Unf,Q1,Q3,Q1,GasA,TA,Y,FuseA,Q1,Q1,Q1,Q1,0,0,1,0,2,1,TA,4,Typ,2,TA,,,,0,Q1,,,Y,Q1,Q1,Q1,Q1,Q1,Q1,,GdWo,,Q1,4,2006,WD,Abnorml,100000
395,50,RL,Q2,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,,Q1,TA,TA,CBlock,TA,TA,No,Unf,Q1,Unf,Q1,Q3,Q1,GasA,Gd,Y,FuseA,Q1,Q1,Q1,Q1,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1940.0,Unf,1,Q1,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,7,2007,WD,Normal,109000
396,20,RL,Q3,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,,Q1,TA,TA,CBlock,TA,TA,Av,BLQ,Q3,Unf,Q1,Q2,Q3,GasA,TA,Y,SBrkr,Q3,Q1,Q1,Q2,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1956.0,Unf,1,Q4,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,6,2010,WD,Normal,129000
397,20,RL,Q2,Q1,Pave,,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,,Q1,TA,TA,CBlock,TA,TA,Av,Rec,Q3,Unf,Q1,Q1,Q2,GasA,TA,Y,SBrkr,Q2,Q1,Q1,Q1,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1985.0,RFn,2,Q4,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,,,Q1,9,2009,WD,Normal,123000
398,60,RL,Q3,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,Q2,TA,TA,CBlock,TA,TA,No,ALQ,Q2,Unf,Q1,Q2,Q2,GasA,TA,Y,SBrkr,Q1,Q2,Q1,Q4,0,0,2,0,4,1,TA,8,Typ,1,TA,Attchd,1962.0,RFn,1,Q1,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,7,2007,WD,Normal,169500
399,30,RM,Q2,Q2,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,,Q1,TA,Fa,BrkTil,Fa,Po,No,Unf,Q1,Unf,Q1,Q4,Q2,GasA,Gd,Y,Mix,Q2,Q1,Q1,Q1,0,0,1,0,2,1,TA,6,Maj2,0,,Detchd,1920.0,Unf,1,Q2,Po,Po,N,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,11,2007,WD,Abnorml,67000
400,60,FV,Q3,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,Q1,Gd,TA,PConc,Gd,TA,No,GLQ,Q3,Unf,Q1,Q2,Q3,GasA,Ex,Y,SBrkr,Q3,Q1,Q1,Q3,1,0,2,0,2,1,Gd,7,Typ,0,,Attchd,2007.0,Fin,2,Q2,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,10,2009,WD,Normal,241000
401,120,RL,Q1,Q4,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,,Q1,Gd,TA,PConc,Gd,TA,No,GLQ,Q3,Unf,Q1,Q2,Q3,GasA,Ex,Y,SBrkr,Q3,Q1,Q1,Q2,1,0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,1996.0,Fin,2,Q3,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,12,2008,WD,Normal,245500
402,20,RL,Q3,Q2,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,Q1,Gd,TA,PConc,Gd,TA,Av,GLQ,Q1,Unf,Q1,Q4,Q4,GasA,Ex,Y,SBrkr,Q3,Q1,Q1,Q2,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,7,2006,New,Partial,164990
403,30,RL,Q2,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,Q1,TA,TA,PConc,TA,TA,No,Unf,Q1,Unf,Q1,Q3,Q1,GasA,Ex,Y,SBrkr,Q1,Q1,Q1,Q1,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1940.0,Unf,1,Q1,TA,TA,N,Q1,Q1,Q1,Q1,Q1,Q1,,GdPrv,,Q1,8,2008,WD,Normal,108000
404,60,RL,Q4,Q4,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,Q2,Gd,TA,PConc,Gd,TA,No,Unf,Q1,Unf,Q1,Q4,Q3,GasA,Gd,Y,SBrkr,Q3,Q2,Q1,Q4,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1998.0,Fin,2,Q2,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,7,2006,WD,Abnorml,258000
405,60,RL,Q1,Q3,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,,Q1,TA,TA,PConc,Gd,TA,No,Unf,Q1,Unf,Q1,Q3,Q2,GasA,Gd,Y,SBrkr,Q1,Q2,Q1,Q3,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,Q2,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,5,2007,WD,Normal,168000
406,20,RL,Q1,Q3,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,,Q1,TA,TA,CBlock,TA,TA,No,BLQ,Q3,Unf,Q1,Q1,Q3,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q3,1,0,2,0,3,1,TA,8,Min1,1,TA,Attchd,1993.0,Unf,2,Q3,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,GdWo,,Q1,6,2009,WD,Normal,150000
407,50,RL,Q2,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,,Q1,TA,TA,BrkTil,TA,TA,No,Unf,Q1,Unf,Q1,Q4,Q3,GasA,Ex,Y,FuseA,Q3,Q1,Q1,Q3,0,0,1,0,3,1,TA,6,Maj2,0,,Detchd,1936.0,Unf,1,Q1,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,3,2008,WD,Normal,115000
408,70,RL,Q2,Q4,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,,Q1,TA,TA,BrkTil,Gd,TA,No,Unf,Q1,Unf,Q1,Q4,Q2,GasA,Ex,Y,SBrkr,Q1,Q2,Q1,Q3,0,0,2,0,4,1,TA,8,Typ,0,,Attchd,1960.0,Unf,1,Q1,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,3,2008,WD,Normal,177000
409,60,RL,Q4,Q4,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,Q2,Gd,TA,PConc,Ex,Gd,No,Unf,Q1,Unf,Q1,Q4,Q3,GasA,Ex,Y,SBrkr,Q2,Q2,Q1,Q4,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,RFn,3,Q4,TA,TA,Y,Q2,Q2,Q1,Q1,Q1,Q1,,,,Q1,8,2007,New,Partial,280000
410,60,FV,Q4,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,Q1,Gd,TA,PConc,Ex,TA,No,GLQ,Q3,Unf,Q1,Q2,Q3,GasA,Ex,Y,SBrkr,Q2,Q2,Q1,Q4,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,Fin,3,Q4,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,4,2008,New,Partial,339750
411,20,RL,Q3,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,,Q1,TA,Fa,CBlock,TA,Fa,No,Unf,Q1,Unf,Q1,Q4,Q3,GasA,TA,Y,FuseA,Q3,Q1,Q1,Q2,0,0,1,0,3,1,TA,5,Mod,0,,Attchd,1958.0,Unf,1,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,6,2009,COD,Abnorml,60000
412,190,RL,Q4,Q4,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,,Q1,TA,TA,CBlock,TA,TA,Mn,Rec,Q3,Unf,Q1,Q1,Q3,GasA,TA,N,SBrkr,Q2,Q1,Q1,Q1,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1955.0,Fin,2,Q3,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,,,Q1,1,2006,WD,Normal,145000
413,20,FV,Q1,Q1,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,Q2,Ex,TA,PConc,Ex,TA,Av,GLQ,Q2,Unf,Q1,Q4,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q3,1,0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,2009.0,Fin,2,Q3,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,6,2010,New,Partial,222000
414,30,RM,Q2,Q2,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,,Q1,TA,TA,CBlock,TA,TA,No,Unf,Q1,Unf,Q1,Q4,Q3,GasA,Gd,Y,FuseA,Q2,Q1,Q1,Q1,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1927.0,Unf,2,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,3,2010,WD,Normal,115000
415,60,RL,Q2,Q3,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,,Q1,Gd,TA,PConc,Gd,TA,No,BLQ,Q1,GLQ,Q1,Q3,Q3,GasA,Ex,Y,SBrkr,Q2,Q2,Q1,Q4,0,1,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,Unf,3,Q4,TA,TA,Y,Q2,Q3,Q1,Q1,Q1,Q1,,,,Q1,12,2008,WD,Normal,228000
416,20,RL,Q3,Q2,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,Q1,Gd,TA,PConc,Gd,TA,Av,GLQ,Q1,Unf,Q1,Q4,Q4,GasA,Ex,Y,SBrkr,Q3,Q1,Q1,Q2,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,Fin,2,Q2,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,8,2007,New,Partial,181134
417,60,RL,Q3,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,Q2,TA,TA,CBlock,TA,TA,No,ALQ,Q1,Unf,Q1,Q2,Q1,GasA,TA,Y,SBrkr,Q1,Q1,Q1,Q2,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,3,2006,WD,Normal,149500
